종목,symbol,stock_code,업종,type_code,WICS,WICS_code,연도,자산,부채,자본,매출액,액면가
화승엔터프라이즈,1128613,241590,미분류,-1,"섬유, 의류, 신발, 호화품",G252060,2020,1.15E+12,6.17E+11,5.37E+11,1.12E+12,14050
LX인터내셔널,120076,1120,유통업,16,무역회사와 판매업체,G201070,2015,5.38E+12,3.84E+12,1.54E+12,1.32E+13,33300
LX인터내셔널,120076,1120,유통업,16,무역회사와 판매업체,G201070,2016,5.18E+12,3.53E+12,1.65E+12,1.20E+13,29450
LX인터내셔널,120076,1120,유통업,16,무역회사와 판매업체,G201070,2017,4.97E+12,3.38E+12,1.59E+12,1.28E+13,27150
LX인터내셔널,120076,1120,유통업,16,무역회사와 판매업체,G201070,2018,5.04E+12,3.49E+12,1.55E+12,9.99E+12,15350
LX인터내셔널,120076,1120,유통업,16,무역회사와 판매업체,G201070,2019,4.88E+12,3.33E+12,1.55E+12,1.05E+13,15050
LX인터내셔널,120076,1120,유통업,16,무역회사와 판매업체,G201070,2020,5.40E+12,3.64E+12,1.76E+12,1.13E+13,25200
휴켐스,426086,69260,화학,8,화학,G151010,2015,7.11E+11,2.38E+11,4.73E+11,6.00E+11,15100
휴켐스,426086,69260,화학,8,화학,G151010,2016,7.49E+11,2.56E+11,4.93E+11,5.98E+11,21700
휴켐스,426086,69260,화학,8,화학,G151010,2017,8.82E+11,2.83E+11,5.99E+11,7.16E+11,24500
휴켐스,426086,69260,화학,8,화학,G151010,2018,8.65E+11,1.99E+11,6.66E+11,7.63E+11,24050
휴켐스,426086,69260,화학,8,화학,G151010,2019,9.14E+11,2.42E+11,6.72E+11,6.60E+11,21100
휴켐스,426086,69260,화학,8,화학,G151010,2020,8.67E+11,1.79E+11,6.87E+11,5.94E+11,26000
제이콘텐트리,203315,36420,서비스업,26,방송과엔터테인먼트,G502020,2015,4.56E+11,3.78E+11,78224723036,3.50E+11,54199
제이콘텐트리,203315,36420,서비스업,26,방송과엔터테인먼트,G502020,2016,5.50E+11,4.25E+11,1.25E+11,3.35E+11,36840
제이콘텐트리,203315,36420,서비스업,26,방송과엔터테인먼트,G502020,2017,6.62E+11,4.26E+11,2.36E+11,4.20E+11,51909
제이콘텐트리,203315,36420,서비스업,26,방송과엔터테인먼트,G502020,2018,8.21E+11,4.00E+11,4.21E+11,5.11E+11,45300
제이콘텐트리,203315,36420,서비스업,26,방송과엔터테인먼트,G502020,2019,1.16E+12,7.41E+11,4.21E+11,5.54E+11,38650
제이콘텐트리,203315,36420,서비스업,26,방송과엔터테인먼트,G502020,2020,1.48E+12,1.21E+12,2.64E+11,3.64E+11,39000
유니드,159786,14830,화학,8,화학,G151010,2015,1.04E+12,4.30E+11,6.07E+11,7.08E+11,45150
유니드,159786,14830,화학,8,화학,G151010,2016,1.05E+12,4.15E+11,6.32E+11,7.41E+11,44900
유니드,159786,14830,화학,8,화학,G151010,2017,1.11E+12,4.64E+11,6.49E+11,7.62E+11,46500
유니드,159786,14830,화학,8,화학,G151010,2018,1.11E+12,4.56E+11,6.55E+11,8.14E+11,41700
유니드,159786,14830,화학,8,화학,G151010,2019,1.08E+12,3.67E+11,7.09E+11,8.75E+11,47500
유니드,159786,14830,화학,8,화학,G151010,2020,1.12E+12,3.39E+11,7.82E+11,8.90E+11,48300
제이알글로벌리츠,1415892,348950,서비스업,26,부동산,G405020,2020,1.81E+12,9.92E+11,8.23E+11,42374581321,5170
한섬,188089,20000,"섬유,의복",6,"섬유, 의류, 신발, 호화품",G252060,2015,9.57E+11,1.26E+11,8.31E+11,6.17E+11,40000
한섬,188089,20000,"섬유,의복",6,"섬유, 의류, 신발, 호화품",G252060,2016,1.04E+12,1.58E+11,8.80E+11,7.12E+11,34850
쿠쿠홈시스,1267684,284740,서비스업,26,가정용 기기와 용품,G252040,2017,4.29E+11,70321944470,3.59E+11,30302120514,0
쿠쿠홈시스,1267684,284740,서비스업,26,가정용 기기와 용품,G252040,2018,5.13E+11,1.33E+11,3.80E+11,4.19E+11,35100
쿠쿠홈시스,1267684,284740,서비스업,26,가정용 기기와 용품,G252040,2019,6.27E+11,1.69E+11,4.58E+11,6.64E+11,43550
쿠쿠홈시스,1267684,284740,서비스업,26,가정용 기기와 용품,G252040,2020,7.08E+11,1.72E+11,5.36E+11,7.87E+11,39300
CJ CGV,303873,79160,서비스업,26,방송과엔터테인먼트,G502020,2015,1.42E+12,9.72E+11,4.45E+11,1.19E+12,115199
CJ CGV,303873,79160,서비스업,26,방송과엔터테인먼트,G502020,2016,2.54E+12,1.62E+12,9.20E+11,1.43E+12,63767
CJ CGV,303873,79160,서비스업,26,방송과엔터테인먼트,G502020,2017,2.46E+12,1.68E+12,7.78E+11,1.71E+12,68665
CJ CGV,303873,79160,서비스업,26,방송과엔터테인먼트,G502020,2018,2.23E+12,1.68E+12,5.50E+11,1.77E+12,37280
CJ CGV,303873,79160,서비스업,26,방송과엔터테인먼트,G502020,2019,4.52E+12,3.92E+12,6.01E+11,1.94E+12,31611
CJ CGV,303873,79160,서비스업,26,방송과엔터테인먼트,G502020,2020,4.35E+12,4.07E+12,2.88E+11,5.83E+11,25400
한국콜마,939331,161890,화학,8,화장품,G252065,2015,3.44E+11,1.24E+11,2.21E+11,5.36E+11,95000
한국콜마,939331,161890,화학,8,화장품,G252065,2016,4.93E+11,2.05E+11,2.88E+11,6.67E+11,65100
한국콜마,939331,161890,화학,8,화장품,G252065,2017,6.69E+11,3.36E+11,3.33E+11,8.22E+11,82900
한국콜마,939331,161890,화학,8,화장품,G252065,2018,2.19E+12,1.38E+12,8.10E+11,1.36E+12,71400
한국콜마,939331,161890,화학,8,화장품,G252065,2019,2.40E+12,1.55E+12,8.48E+11,1.54E+12,47450
한국콜마,939331,161890,화학,8,화장품,G252065,2020,2.49E+12,1.49E+12,9.99E+11,1.32E+12,51200
부광약품,123718,3000,의약품,9,제약,G352020,2015,2.54E+11,28506805606,2.25E+11,1.42E+11,13061
부광약품,123718,3000,의약품,9,제약,G352020,2016,2.38E+11,23000151483,2.15E+11,1.39E+11,16096
부광약품,123718,3000,의약품,9,제약,G352020,2017,2.36E+11,24926592200,2.11E+11,1.51E+11,15849
부광약품,123718,3000,의약품,9,제약,G352020,2018,4.94E+11,80172893218,4.13E+11,1.94E+11,22113
부광약품,123718,3000,의약품,9,제약,G352020,2019,3.89E+11,62048555734,3.26E+11,1.68E+11,13112
부광약품,123718,3000,의약품,9,제약,G352020,2020,4.01E+11,1.30E+11,2.71E+11,1.70E+11,28500
진에어,653024,272450,운수창고,19,항공사,G203020,2018,5.20E+11,2.53E+11,2.66E+11,1.01E+12,16807
SK디스커버리,131832,6120,금융업,21,석유와 가스,G101020,2015,6.60E+12,4.01E+12,2.59E+12,5.27E+12,44836
SK디스커버리,131832,6120,금융업,21,석유와 가스,G101020,2016,6.55E+12,3.88E+12,2.66E+12,6.53E+12,41562
SK디스커버리,131832,6120,금융업,21,석유와 가스,G101020,2017,5.03E+12,2.90E+12,2.12E+12,6.75E+12,0
SK디스커버리,131832,6120,금융업,21,석유와 가스,G101020,2018,4.81E+12,2.49E+12,2.32E+12,6.94E+12,26200
SK디스커버리,131832,6120,금융업,21,석유와 가스,G101020,2019,5.00E+12,2.68E+12,2.32E+12,5.02E+12,26150
SK디스커버리,131832,6120,금융업,21,석유와 가스,G101020,2020,5.62E+12,3.01E+12,2.62E+12,4.52E+12,67100
넥스트사이언스,169048,3580,미분류,-1,식품,G302020,2018,1.60E+11,87638250493,72355371892,13237690408,6100
넥스트사이언스,169048,3580,미분류,-1,식품,G302020,2019,1.29E+11,48334755664,81066993216,35025713235,8110
넥스트사이언스,169048,3580,미분류,-1,식품,G302020,2020,1.31E+11,57149140836,73620122099,35376821510,5420
엠씨넥스,564562,97520,"전기,전자",13,핸드셋,G452015,2015,2.73E+11,1.82E+11,91002739893,5.03E+11,20866
엠씨넥스,564562,97520,"전기,전자",13,핸드셋,G452015,2016,2.95E+11,2.31E+11,63603765270,4.12E+11,12500
엠씨넥스,564562,97520,"전기,전자",13,핸드셋,G452015,2017,3.88E+11,2.90E+11,98018386623,6.68E+11,13866
엠씨넥스,564562,97520,"전기,전자",13,핸드셋,G452015,2018,3.91E+11,2.61E+11,1.30E+11,6.97E+11,13200
엠씨넥스,564562,97520,"전기,전자",13,핸드셋,G452015,2019,4.77E+11,2.52E+11,2.25E+11,1.27E+12,37700
엠씨넥스,564562,97520,"전기,전자",13,핸드셋,G452015,2020,4.53E+11,2.00E+11,2.53E+11,1.31E+12,40950
SBS,130772,34120,서비스업,26,방송과엔터테인먼트,G502020,2015,9.34E+11,3.66E+11,5.68E+11,7.93E+11,34500
SBS,130772,34120,서비스업,26,방송과엔터테인먼트,G502020,2016,8.94E+11,3.53E+11,5.41E+11,8.29E+11,26300
SBS,130772,34120,서비스업,26,방송과엔터테인먼트,G502020,2017,1.09E+12,5.29E+11,5.63E+11,7.73E+11,26300
SBS,130772,34120,서비스업,26,방송과엔터테인먼트,G502020,2018,9.58E+11,3.89E+11,5.68E+11,9.14E+11,19850
SBS,130772,34120,서비스업,26,방송과엔터테인먼트,G502020,2019,1.25E+12,6.01E+11,6.47E+11,8.18E+11,20600
SBS,130772,34120,서비스업,26,방송과엔터테인먼트,G502020,2020,1.17E+12,6.03E+11,5.67E+11,8.60E+11,23750
풍산,684714,103140,철강및금속,11,비철금속,G151040,2015,2.61E+12,1.51E+12,1.09E+12,2.82E+12,27050
풍산,684714,103140,철강및금속,11,비철금속,G151040,2016,2.71E+12,1.48E+12,1.23E+12,2.83E+12,40500
풍산,684714,103140,철강및금속,11,비철금속,G151040,2017,2.73E+12,1.42E+12,1.31E+12,2.94E+12,48200
풍산,684714,103140,철강및금속,11,비철금속,G151040,2018,2.67E+12,1.29E+12,1.38E+12,2.77E+12,27300
풍산,684714,103140,철강및금속,11,비철금속,G151040,2019,2.56E+12,1.18E+12,1.38E+12,2.45E+12,23600
풍산,684714,103140,철강및금속,11,비철금속,G151040,2020,2.55E+12,1.11E+12,1.45E+12,2.59E+12,28350
한세실업,728638,105630,"섬유,의복",6,"섬유, 의류, 신발, 호화품",G252060,2015,9.92E+11,5.67E+11,4.26E+11,1.59E+12,52200
한세실업,728638,105630,"섬유,의복",6,"섬유, 의류, 신발, 호화품",G252060,2016,1.27E+12,7.07E+11,5.64E+11,1.55E+12,25650
한세실업,728638,105630,"섬유,의복",6,"섬유, 의류, 신발, 호화품",G252060,2017,1.20E+12,6.22E+11,5.74E+11,1.71E+12,26950
한세실업,728638,105630,"섬유,의복",6,"섬유, 의류, 신발, 호화품",G252060,2018,1.17E+12,6.78E+11,4.93E+11,1.71E+12,19600
한세실업,728638,105630,"섬유,의복",6,"섬유, 의류, 신발, 호화품",G252060,2019,1.18E+12,7.24E+11,4.55E+11,1.92E+12,17250
한세실업,728638,105630,"섬유,의복",6,"섬유, 의류, 신발, 호화품",G252060,2020,1.02E+12,6.00E+11,4.21E+11,1.70E+12,17450
서울도시가스,130684,17390,전기가스업,17,가스 유틸리티,G551020,2015,1.44E+12,5.63E+11,8.74E+11,1.54E+12,112500
서울도시가스,130684,17390,전기가스업,17,가스 유틸리티,G551020,2016,1.47E+12,5.76E+11,8.91E+11,1.27E+12,83000
서울도시가스,130684,17390,전기가스업,17,가스 유틸리티,G551020,2017,1.55E+12,6.29E+11,9.17E+11,1.35E+12,94000
서울도시가스,130684,17390,전기가스업,17,가스 유틸리티,G551020,2018,1.37E+12,4.21E+11,9.48E+11,1.39E+12,84300
서울도시가스,130684,17390,전기가스업,17,가스 유틸리티,G551020,2019,1.58E+12,6.16E+11,9.68E+11,1.36E+12,70800
서울도시가스,130684,17390,전기가스업,17,가스 유틸리티,G551020,2020,1.69E+12,6.55E+11,1.03E+12,1.28E+12,89500
제주항공,555874,89590,운수창고,19,항공사,G203020,2016,6.00E+11,3.28E+11,2.72E+11,7.48E+11,20828
제주항공,555874,89590,운수창고,19,항공사,G203020,2017,8.00E+11,4.69E+11,3.31E+11,9.96E+11,29729
제주항공,555874,89590,운수창고,19,항공사,G203020,2018,1.03E+12,6.49E+11,3.82E+11,1.26E+12,28218
제주항공,555874,89590,운수창고,19,항공사,G203020,2019,1.47E+12,1.14E+12,3.25E+11,1.38E+12,22508
제주항공,555874,89590,운수창고,19,항공사,G203020,2020,1.17E+12,9.52E+11,2.17E+11,3.77E+11,16947
현대일렉트릭,1205851,267260,"전기,전자",13,전기장비,G201040,2017,2.09E+12,1.05E+12,1.04E+12,1.45E+12,48923
현대일렉트릭,1205851,267260,"전기,전자",13,전기장비,G201040,2018,2.33E+12,1.47E+12,8.51E+11,1.94E+12,19288
현대일렉트릭,1205851,267260,"전기,전자",13,전기장비,G201040,2019,2.26E+12,1.56E+12,7.00E+11,1.77E+12,11550
현대일렉트릭,1205851,267260,"전기,전자",13,전기장비,G201040,2020,2.27E+12,1.59E+12,6.79E+11,1.81E+12,16150
효성화학,1316236,298000,화학,8,화학,G151010,2018,1.65E+12,1.29E+12,3.67E+11,1.12E+12,140500
효성화학,1316236,298000,화학,8,화학,G151010,2019,2.06E+12,1.61E+12,4.55E+11,1.81E+12,145000
효성화학,1316236,298000,화학,8,화학,G151010,2020,2.42E+12,2.02E+12,4.02E+11,1.82E+12,161000
현대그린푸드,105280,5440,유통업,16,가정용 기기와 용품,G252040,2015,1.95E+12,4.86E+11,1.47E+12,2.11E+12,24550
현대그린푸드,105280,5440,유통업,16,가정용 기기와 용품,G252040,2016,2.18E+12,5.75E+11,1.61E+12,2.52E+12,15200
현대그린푸드,105280,5440,유통업,16,가정용 기기와 용품,G252040,2017,2.80E+12,7.54E+11,2.04E+12,2.53E+12,14900
현대그린푸드,105280,5440,유통업,16,가정용 기기와 용품,G252040,2018,2.84E+12,7.26E+11,2.11E+12,3.25E+12,14200
현대그린푸드,105280,5440,유통업,16,가정용 기기와 용품,G252040,2019,2.97E+12,8.50E+11,2.12E+12,3.12E+12,11800
현대그린푸드,105280,5440,유통업,16,가정용 기기와 용품,G252040,2020,3.07E+12,8.78E+11,2.19E+12,3.24E+12,8780
삼양홀딩스,126937,70,금융업,21,식품,G302020,2015,3.07E+12,1.28E+12,1.80E+12,2.18E+12,156500
삼양홀딩스,126937,70,금융업,21,식품,G302020,2016,3.17E+12,1.32E+12,1.85E+12,2.31E+12,119500
삼양홀딩스,126937,70,금융업,21,식품,G302020,2017,3.26E+12,1.33E+12,1.93E+12,2.40E+12,121500
삼양홀딩스,126937,70,금융업,21,식품,G302020,2018,3.31E+12,1.31E+12,2.00E+12,2.56E+12,78000
삼양홀딩스,126937,70,금융업,21,식품,G302020,2019,3.59E+12,1.56E+12,2.03E+12,2.49E+12,67000
삼양홀딩스,126937,70,금융업,21,식품,G302020,2020,3.89E+12,1.74E+12,2.16E+12,2.47E+12,74400
동원산업,118026,6040,미분류,-1,식품,G302020,2016,1.90E+12,1.11E+12,7.91E+11,1.58E+12,363500
동원산업,118026,6040,미분류,-1,식품,G302020,2017,2.56E+12,1.66E+12,9.04E+11,2.38E+12,335500
동원산업,118026,6040,미분류,-1,식품,G302020,2018,2.59E+12,1.62E+12,9.74E+11,2.44E+12,204000
동원산업,118026,6040,미분류,-1,식품,G302020,2019,2.99E+12,1.91E+12,1.08E+12,2.68E+12,213000
동원산업,118026,6040,미분류,-1,식품,G302020,2020,3.11E+12,1.81E+12,1.30E+12,2.86E+12,222500
해성디에스,1032413,195870,"전기,전자",13,반도체와 반도체 장비,G453010,2016,2.51E+11,89602353484,1.61E+11,2.76E+11,12950
해성디에스,1032413,195870,"전기,전자",13,반도체와 반도체 장비,G453010,2017,2.90E+11,1.09E+11,1.81E+11,3.25E+11,16600
해성디에스,1032413,195870,"전기,전자",13,반도체와 반도체 장비,G453010,2018,3.06E+11,1.10E+11,1.96E+11,3.63E+11,13000
해성디에스,1032413,195870,"전기,전자",13,반도체와 반도체 장비,G453010,2019,3.27E+11,1.18E+11,2.09E+11,3.81E+11,16000
해성디에스,1032413,195870,"전기,전자",13,반도체와 반도체 장비,G453010,2020,3.83E+11,1.51E+11,2.32E+11,4.59E+11,24800
경동나비엔,101488,9450,"전기,전자",13,가정용 기기와 용품,G252040,2015,4.02E+11,1.96E+11,2.06E+11,5.12E+11,31300
경동나비엔,101488,9450,"전기,전자",13,가정용 기기와 용품,G252040,2016,4.30E+11,1.91E+11,2.39E+11,5.83E+11,43050
경동나비엔,101488,9450,"전기,전자",13,가정용 기기와 용품,G252040,2017,5.04E+11,2.47E+11,2.57E+11,6.85E+11,51600
경동나비엔,101488,9450,"전기,전자",13,가정용 기기와 용품,G252040,2018,5.84E+11,3.03E+11,2.80E+11,7.27E+11,41550
경동나비엔,101488,9450,"전기,전자",13,가정용 기기와 용품,G252040,2019,6.10E+11,3.09E+11,3.01E+11,7.74E+11,46250
경동나비엔,101488,9450,"전기,전자",13,가정용 기기와 용품,G252040,2020,7.35E+11,3.87E+11,3.48E+11,8.73E+11,52400
대상,121941,1680,음식료품,5,식품,G302020,2015,2.10E+12,1.29E+12,8.19E+11,2.64E+12,32300
대상,121941,1680,음식료품,5,식품,G302020,2016,2.31E+12,1.44E+12,8.67E+11,2.86E+12,26500
대상,121941,1680,음식료품,5,식품,G302020,2017,2.25E+12,1.37E+12,8.84E+11,2.97E+12,27500
대상,121941,1680,음식료품,5,식품,G302020,2018,2.20E+12,1.27E+12,9.29E+11,2.96E+12,25050
대상,121941,1680,음식료품,5,식품,G302020,2019,2.40E+12,1.37E+12,1.02E+12,2.96E+12,23200
대상,121941,1680,음식료품,5,식품,G302020,2020,2.53E+12,1.43E+12,1.10E+12,3.11E+12,26100
현대홈쇼핑,412597,57050,유통업,16,인터넷과 카탈로그 소매,G255020,2015,1.67E+12,3.10E+11,1.36E+12,8.96E+11,115000
현대홈쇼핑,412597,57050,유통업,16,인터넷과 카탈로그 소매,G255020,2016,1.90E+12,4.48E+11,1.46E+12,9.69E+11,112000
현대홈쇼핑,412597,57050,유통업,16,인터넷과 카탈로그 소매,G255020,2017,1.88E+12,3.31E+11,1.54E+12,1.04E+12,121500
현대홈쇼핑,412597,57050,유통업,16,인터넷과 카탈로그 소매,G255020,2018,2.55E+12,8.63E+11,1.68E+12,1.02E+12,98500
현대홈쇼핑,412597,57050,유통업,16,인터넷과 카탈로그 소매,G255020,2019,2.50E+12,7.75E+11,1.73E+12,2.06E+12,80600
현대홈쇼핑,412597,57050,유통업,16,인터넷과 카탈로그 소매,G255020,2020,2.69E+12,8.98E+11,1.79E+12,2.14E+12,80800
대한해운,113535,5880,운수창고,19,해운사,G203030,2015,1.52E+12,9.49E+11,5.69E+11,5.32E+11,1770
대한해운,113535,5880,운수창고,19,해운사,G203030,2016,2.20E+12,1.58E+12,6.26E+11,5.40E+11,1584
대한해운,113535,5880,운수창고,19,해운사,G203030,2017,2.59E+12,1.90E+12,6.88E+11,1.56E+12,2138
대한해운,113535,5880,운수창고,19,해운사,G203030,2018,2.93E+12,2.15E+12,7.79E+11,1.28E+12,2022
대한해운,113535,5880,운수창고,19,해운사,G203030,2019,3.34E+12,2.45E+12,8.95E+11,1.01E+12,2143
대한해운,113535,5880,운수창고,19,해운사,G203030,2020,3.35E+12,2.49E+12,8.53E+11,8.84E+11,2902
GKL,557508,114090,서비스업,26,"호텔, 레스토랑, 레저",G253010,2018,7.66E+11,2.04E+11,5.62E+11,4.80E+11,24650
GKL,557508,114090,서비스업,26,"호텔, 레스토랑, 레저",G253010,2019,9.09E+11,3.24E+11,5.85E+11,4.91E+11,19500
GKL,557508,114090,서비스업,26,"호텔, 레스토랑, 레저",G253010,2020,7.08E+11,2.22E+11,4.86E+11,1.84E+11,16550
이연제약,145598,102460,의약품,9,제약,G352020,2017,2.91E+11,71178763083,2.20E+11,1.26E+11,21087
이연제약,145598,102460,의약품,9,제약,G352020,2018,3.03E+11,77774822762,2.25E+11,1.23E+11,13731
이연제약,145598,102460,의약품,9,제약,G352020,2019,2.74E+11,52190654111,2.22E+11,1.32E+11,15693
이연제약,145598,102460,의약품,9,제약,G352020,2020,3.18E+11,87520569279,2.30E+11,1.30E+11,22200
