종목,심볼번호,고유번호,종목번호,업종,업종코드,WICS,WICS코드,2015_1_avg_salary,2015_2_avg_salary,2015_3_avg_salary,2016_1_avg_salary,2016_2_avg_salary,2016_3_avg_salary,2017_1_avg_salary,2017_2_avg_salary,2017_3_avg_salary,2018_1_avg_salary,2018_2_avg_salary,2018_3_avg_salary,2019_1_avg_salary,2019_2_avg_salary,2019_3_avg_salary,2020_1_avg_salary,2020_2_avg_salary,2020_3_avg_salary,2015_1_employee_num,2015_2_employee_num,2015_3_employee_num,2016_1_employee_num,2016_2_employee_num,2016_3_employee_num,2017_1_employee_num,2017_2_employee_num,2017_3_employee_num,2018_1_employee_num,2018_2_employee_num,2018_3_employee_num,2019_1_employee_num,2019_2_employee_num,2019_3_employee_num,2020_1_employee_num,2020_2_employee_num,2020_3_employee_num,2015_1_자산총계,2015_2_자산총계,2015_3_자산총계,2016_1_자산총계,2016_2_자산총계,2016_3_자산총계,2017_1_자산총계,2017_2_자산총계,2017_3_자산총계,2018_1_자산총계,2018_2_자산총계,2018_3_자산총계,2019_1_자산총계,2019_2_자산총계,2019_3_자산총계,2020_1_자산총계,2020_2_자산총계,2020_3_자산총계,2015_1_부채총계,2015_2_부채총계,2015_3_부채총계,2016_1_부채총계,2016_2_부채총계,2016_3_부채총계,2017_1_부채총계,2017_2_부채총계,2017_3_부채총계,2018_1_부채총계,2018_2_부채총계,2018_3_부채총계,2019_1_부채총계,2019_2_부채총계,2019_3_부채총계,2020_1_부채총계,2020_2_부채총계,2020_3_부채총계,2015_1_자본총계,2015_2_자본총계,2015_3_자본총계,2016_1_자본총계,2016_2_자본총계,2016_3_자본총계,2017_1_자본총계,2017_2_자본총계,2017_3_자본총계,2018_1_자본총계,2018_2_자본총계,2018_3_자본총계,2019_1_자본총계,2019_2_자본총계,2019_3_자본총계,2020_1_자본총계,2020_2_자본총계,2020_3_자본총계,2015_1_매출액,2015_2_매출액,2015_3_매출액,2016_1_매출액,2016_2_매출액,2016_3_매출액,2017_1_매출액,2017_2_매출액,2017_3_매출액,2018_1_매출액,2018_2_매출액,2018_3_매출액,2019_1_매출액,2019_2_매출액,2019_3_매출액,2020_1_매출액,2020_2_매출액,2020_3_매출액,2015_1_당기순이익,2015_2_당기순이익,2015_3_당기순이익,2016_1_당기순이익,2016_2_당기순이익,2016_3_당기순이익,2017_1_당기순이익,2017_2_당기순이익,2017_3_당기순이익,2018_1_당기순이익,2018_2_당기순이익,2018_3_당기순이익,2019_1_당기순이익,2019_2_당기순이익,2019_3_당기순이익,2020_1_당기순이익,2020_2_당기순이익,2020_3_당기순이익,2015_4_자산총계,2016_4_자산총계,2017_4_자산총계,2018_4_자산총계,2019_4_자산총계,2020_4_자산총계,2015_4_부채총계,2016_4_부채총계,2017_4_부채총계,2018_4_부채총계,2019_4_부채총계,2020_4_부채총계,2015_4_자본총계,2016_4_자본총계,2017_4_자본총계,2018_4_자본총계,2019_4_자본총계,2020_4_자본총계,2015_4_매출액,2016_4_매출액,2017_4_매출액,2018_4_매출액,2019_4_매출액,2020_4_매출액,2015_4_당기순이익,2016_4_당기순이익,2017_4_당기순이익,2018_4_당기순이익,2019_4_당기순이익,2020_4_당기순이익,2015_1_시가,2015_2_시가,2015_3_시가,2015_4_시가,2016_1_시가,2016_2_시가,2016_3_시가,2016_4_시가,2017_1_시가,2017_2_시가,2017_3_시가,2017_4_시가,2018_1_시가,2018_2_시가,2018_3_시가,2018_4_시가,2019_1_시가,2019_2_시가,2019_3_시가,2019_4_시가,2020_1_시가,2020_2_시가,2020_3_시가,2020_4_시가
유진테크,A084370,531014,KR7084370006,반도체,159,반도체와 반도체 장비,G453010,14257500,37209000,51462500,14239500,44628000,57803500,15500000,41500000,68000000,15500000,46000000,61000000,16000000,41000000,58500000,18000000,44500000,59000000,122,123,126,137,133,138,140,150,148,168,163,169,201,204,203,210,218,233,-,-,-,2.32861E+11,2.35601E+11,2.40557E+11,2.50385E+11,2.42312E+11,2.43177E+11,2.89E+11,2.89564E+11,2.81493E+11,2.84128E+11,2.91755E+11,2.90351E+11,2.90676E+11,2.84616E+11,3.03258E+11,-,-,-,41505707488,34981451576,32958501316,35014271365,21801184697,22245509358,61131678031,49070805861,37426242718,48859415078,44170265875,37867523250,44899698023,41514433886,52060870042,-,-,-,1.91355E+11,2.00619E+11,2.07599E+11,2.15371E+11,2.20511E+11,2.20932E+11,2.27868E+11,2.40493E+11,2.44067E+11,2.35269E+11,2.47585E+11,2.52483E+11,2.45776E+11,2.43102E+11,2.51198E+11,-,-,-,54044701633,40716180736,29212526082,36342144641,22014831661,16359085591,78652816176,57504036454,44276240175,49442670761,66921203885,48129298972,42208443320,45537266256,58252365545,-,-,-,11973083296,9412563178,7074426673,8806886098,4723904900,406695448,15344102835,9253789072,3824504331,3488547891,11083284001,2728513697,2207847373,-1324553495,9200346433,201592334437,239672180931,265845995238,273456215111,278351029018,293959661022,17692265256,27931109433,34655181465,36748853660,33094339899,44957125250,183900069181,211741071498,231190813773,236707361451,245256689119,249002535772,94672562665,141054668743,130154064755,220177523746,205466890210,202591825421,20109056917,31952314175,27378454095,20688885768,10808360718,9856634287,14016,15530,11867,12355,13950,16150,19850,17550,16650,18150,21150,20800,18550,15600,14200,11000,12100,11600,13950,15400,16250,27800,28100,32500
메드팩토,A235980,1336373,KR7235980000,연구·개발,98,제약,G352020,-,-,-,-,-,-,-,-,-,-,-,-,-,26250000,38500000,15000000,30750000,42250000,-,-,-,-,-,-,-,-,-,-,-,-,-,28,33,41,45,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20000,28250,55300,114500,102800
NICE평가정보,A030190,158325,KR7030190003,기타서비스,110,상업서비스와 공급품,G202010,19000000,34500000,51500000,19500000,31000000,52000000,18500000,35000000,52000000,17000000,34500000,50000000,17500000,35500000,53500000,16500000,33000000,45000000,540,535,521,499,529,519,536,547,552,573,581,593,620,633,639,643,664,687,-,-,-,1.92478E+11,1.99638E+11,2.12299E+11,2.05501E+11,2.17695E+11,2.31088E+11,2.32941E+11,2.44356E+11,2.63545E+11,2.90082E+11,2.92165E+11,3.05136E+11,3.24909E+11,3.3189E+11,3.53612E+11,-,-,-,58661108339,55026416132,60530461351,56026038742,56768392862,62604831441,59972657672,59027424523,69847125154,92356965258,81697765392,85290163855,1.02262E+11,94550482058,1.05292E+11,-,-,-,1.33817E+11,1.44611E+11,1.51769E+11,1.49475E+11,1.60926E+11,1.68483E+11,1.72968E+11,1.85329E+11,1.93698E+11,1.97725E+11,2.10467E+11,2.19846E+11,2.22647E+11,2.37339E+11,2.4832E+11,-,-,-,83721883124,92098124064,84655409475,88294339365,95919028030,88819663137,93222028979,1.0102E+11,94214524043,1.0082E+11,1.08813E+11,1.01063E+11,1.08725E+11,1.17761E+11,1.09877E+11,-,-,-,7451265332,10794492874,7157288915,8561006048,11444913116,7553799332,9873165100,12351596903,8348529129,10673363906,12726108508,9304640867,12122889245,14596337443,10889560597,190108919839,218673891178,234686217700,268056186123,319082830527,368803630914,56459255366,63349081906,63146348229,69699613989,94901758099,110002235169,133649664473,155324809272,171539869471,198356572134,224181072428,258801395745,338136731158,345547071631,360404384772,383774178387,410914933674,446005796022,22227496603,28312277925,30669953442,38305271430,40781413459,47176003670,6450,9530,12500,9000,9300,6810,7670,7190,7760,8150,8250,9220,9780,11150,10350,10900,12700,17200,13200,13350,13300,18600,19950,21350
SFA반도체,A036540,301246,KR7036540003,반도체,159,반도체와 반도체 장비,G453010,10059000,19778500,32495000,9382500,18828000,30928000,11788500,21170000,34248500,12044000,22763000,34000000,13000000,23000000,34000000,13000000,24500000,38000000,1116,1089,1013,864,801,751,645,650,604,626,611,629,643,661,683,655,616,604,-,-,-,6.98228E+11,6.99583E+11,6.63482E+11,6.5674E+11,6.50397E+11,6.51673E+11,6.30338E+11,6.3104E+11,6.41109E+11,6.41771E+11,6.49414E+11,6.91643E+11,6.92122E+11,6.84982E+11,5.90194E+11,-,-,-,4.46445E+11,4.39464E+11,4.06597E+11,3.91936E+11,3.8193E+11,3.76603E+11,3.56724E+11,3.46888E+11,3.57333E+11,3.46615E+11,3.4417E+11,3.69557E+11,3.32454E+11,3.23503E+11,2.26931E+11,-,-,-,2.51784E+11,2.6012E+11,2.56885E+11,2.64804E+11,2.68467E+11,2.75071E+11,2.73613E+11,2.84152E+11,2.83777E+11,2.95156E+11,3.05243E+11,3.22087E+11,3.59668E+11,3.61479E+11,3.63263E+11,-,-,-,88057170432,98761376120,1.14249E+11,1.15829E+11,1.09006E+11,1.07107E+11,1.02997E+11,1.04265E+11,1.1129E+11,1.17044E+11,1.47862E+11,1.60552E+11,1.43473E+11,1.53907E+11,1.38912E+11,-,-,-,2306396703,2923540734,1362697608,2513752072,2636065608,1330645917,3330047690,4586187002,1987135524,4046852451,5306762696,11623018003,7126596715,4338026441,4839425460,726706964707,676174765220,632921458212,627366722843,661228514368,586544872750,470784211879,404596207047,363304797449,339642929064,345386475373,231720075983,255922752828,271578558173,269616660763,287723793779,315842038995,354824796767,516477480409,429214598735,449558231423,457853090116,588938237876,573077540339,-154173576614,7583046928,9865761351,13275799995,20822398732,17613963802,4575,2900,3165,2485,2660,2145,2500,2550,2280,2470,2465,2400,2545,1965,1940,1430,1555,3200,2675,4030,4660,4825,5090,5470
와이지엔터테인먼트,A122870,613318,KR7122870009,오락·문화,106,방송과엔터테인먼트,G502020,9425000,19460500,28341500,9915000,21448000,29949000,10479500,20496000,30661500,13670500,28787000,39232500,13500000,27500000,45500000,15000000,25500000,47000000,241,245,256,271,282,290,341,356,376,382,358,368,371,368,353,339,330,329,-,-,-,4.00355E+11,4.21516E+11,4.91721E+11,5.18646E+11,5.56712E+11,5.69984E+11,5.89317E+11,5.76502E+11,5.72074E+11,6.33127E+11,6.19921E+11,6.05149E+11,5.01418E+11,5.04521E+11,5.3751E+11,-,-,-,1.27463E+11,1.35988E+11,1.44131E+11,1.63589E+11,1.3262E+11,1.33612E+11,1.58667E+11,1.45411E+11,1.4082E+11,1.75005E+11,1.72059E+11,1.63383E+11,96193446280,93581346875,1.16288E+11,-,-,-,2.72892E+11,2.85527E+11,3.4759E+11,3.55057E+11,4.24091E+11,4.36372E+11,4.3065E+11,4.3109E+11,4.31253E+11,4.58121E+11,4.47862E+11,4.41765E+11,4.05225E+11,4.1094E+11,4.21222E+11,-,-,-,72950540211,77261119358,1.01299E+11,1.06888E+11,72257066934,75221181812,77263890784,62732810758,65199552256,64650786467,78125813189,63693992054,52817640504,55153386995,66853176726,-,-,-,6431080205,6559048194,2280274774,5991759208,4733054090,5328088628,780024745,-400390344,1131012023,7308764316,-6363489905,-6352435445,-8855211068,7517559912,1574283352,375356133225,486835565057,583599527930,594324154591,516346905463,542817503814,106079889288,136465097184,151494662748,144879538715,94683750039,120265898833,269276243937,350370467873,432104865182,449444615876,421663155424,422551604981,193112056418,321839059110,349860731337,285846340838,264459739114,255262402297,23977549879,14099412923,11910569345,15944943943,-24642188675,3150284532,47500,46150,52900,44100,39000,40200,32850,28400,28700,30950,27200,29850,31350,36200,44500,45100,38250,29100,24100,26100,24050,37450,57100,46800
골프존,A215000,1067516,KR7215000001,소프트웨어,155,게임엔터테인먼트,G502040,3978500,3811500,4577000,11000000,23500000,35000000,12000000,23500000,35500000,14500000,26000000,37000000,11000000,18500000,45495000000,19000000,31500000,46000000,307,319,261,267,271,277,243,256,249,332,367,375,503,637,391,386,401,406,-,-,-,1.89577E+11,1.72552E+11,1.84202E+11,1.96925E+11,2.41891E+11,2.46831E+11,2.57906E+11,2.53383E+11,2.58985E+11,2.95955E+11,2.90979E+11,3.06495E+11,3.31047E+11,3.35295E+11,3.51425E+11,-,-,-,94572741146,67937594502,69816978565,76465796759,66605272153,65618190957,75559836491,65856105942,66345717283,1.01325E+11,88171817071,1.00434E+11,1.31395E+11,1.24985E+11,1.2988E+11,-,-,-,95003881948,1.04615E+11,1.14385E+11,1.20459E+11,1.75285E+11,1.81213E+11,1.82346E+11,1.87526E+11,1.92639E+11,1.9463E+11,2.02807E+11,2.06061E+11,1.99651E+11,2.10311E+11,2.21545E+11,-,-,-,56764427504,51295706075,56103510275,58805983972,47501539389,49449948736,43519598791,48458445929,51343146658,60526704004,60729216459,65620430653,72748873239,72208524700,79607056887,-,-,-,11032778096,9225923382,10093328103,10195331964,54676674056,5864642481,7948385680,4968372832,5434555907,11128530614,7852962044,2765317841,11812718325,8983306517,11515210506,178132252912,187914226044,253672418837,254057807512,312587282698,367293667416,69278343432,67265599628,64290537707,59138246137,112544403573,141722974925,108853909480,120648626416,189381881130,194919561375,200042879125,225570692491,201560388983,216964341591,200105320596,198705194136,247018098993,298524085458,36533154720,36536248216,79392003923,20419448832,16213887662,37497361119,51500,127100,85500,88000,73500,69100,68000,66200,50500,58100,47000,46400,44800,42500,39500,34950,41200,73900,67500,65600,38050,71400,66200,70500
다날,A064260,389970,KR7064260003,디지털컨텐츠,154,IT서비스,G451020,11911000,21891000,35286000,11554500,22809000,36805000,11952500,23000000,40500000,12799500,23500000,37500000,13500000,25500000,39500000,14305000,24009000,40222500,122,125,131,151,143,146,157,157,154,156,169,176,181,190,191,205,227,215,-,-,-,3.08559E+11,3.37758E+11,3.7648E+11,4.16789E+11,4.55268E+11,4.42121E+11,4.87001E+11,5.15743E+11,5.09262E+11,5.63331E+11,5.30414E+11,5.62174E+11,4.94649E+11,5.30453E+11,5.99746E+11,-,-,-,2.00233E+11,2.02344E+11,2.38951E+11,2.70883E+11,2.98643E+11,2.74926E+11,3.01469E+11,3.34798E+11,3.34357E+11,3.71568E+11,3.32211E+11,3.59799E+11,2.97834E+11,3.10059E+11,3.67298E+11,-,-,-,1.08326E+11,1.35414E+11,1.37528E+11,1.45905E+11,1.56625E+11,1.67195E+11,1.85532E+11,1.80945E+11,1.74905E+11,1.91763E+11,1.98203E+11,2.02375E+11,1.96815E+11,2.20394E+11,2.32448E+11,-,-,-,30436796413,30061615137,36282450606,38985752727,37789131909,41172722261,50659643309,51114335756,55875816221,43390276693,48372781406,50722661719,54182314133,57078299356,60416799503,-,-,-,-93649281,-2522779099,-605553827,2009597904,4414485663,931774717,2463149722,613896608,784834995,16845281923,9103483763,-3210249965,-1706304634,7959017851,1897961033,300513733026,387778726652,469487277169,456519738235,512017555519,570144931864,192535231020,244650950323,287129695383,296120180934,312245578237,336525099993,107978502006,143127776329,182357581786,160399557301,199771977282,233619831871,112948116107,133477892502,172882038182,209864331638,191162051205,229418196805,-2560814258,-3910672776,10686293535,-2918328503,22794704560,12407858962,4671,4335,4723,4075,3829,3926,5116,4167,4668,4668,3829,4992,4689,4324,3991,3539,3265,3745,3375,3205,2995,3640,4950,5260
피엔티,A137400,612294,KR7137400008,기계·장비,70,전기제품,G453520,3574000,3024000,28641500,5705621.167,22515833.33,3176739.833,12036166.67,9502333.333,32878600,14600000,25166666.67,38666666.67,4000000,3666666.667,3333333.333,5142800,3830500,3854833.333,185,191,191,185,191,201,215,231,234,251,254,266,268,290,302,300,315,314,-,-,-,1.18279E+11,1.20401E+11,1.33266E+11,1.74716E+11,2.04597E+11,2.21009E+11,2.69601E+11,2.60692E+11,2.65133E+11,3.3932E+11,4.70016E+11,5.39299E+11,5.01959E+11,4.86649E+11,4.77836E+11,-,-,-,63570774290,64774536776,76722993591,1.22829E+11,1.49013E+11,1.59835E+11,2.01845E+11,1.88685E+11,1.90234E+11,2.6382E+11,3.91595E+11,4.57396E+11,4.17801E+11,3.83511E+11,3.656E+11,-,-,-,54708725145,55626070092,56542836238,51886962989,55583842215,61174199902,67756002354,72007485643,74899170788,75499915042,78420928919,81902559748,84157319417,1.03138E+11,1.12236E+11,-,-,-,16126936449,37942886093,19297019247,31259506297,32763331742,41358945553,72795656116,80930577246,55997314855,66665622568,1.06814E+11,86111076794,82867122647,96771285342,66121770426,-,-,-,1043530607,1490179802,1278519787,66839948,1928872110,2102407404,5079755842,-985493223,1037763628,3072932821,4040125154,3808545932,5821935466,10191543912,6588002631,101809215555,153479830541,240916842731,290894933341,500330962453,435428127687,48005006506,101157842118,181890134789,221239782063,428645896022,310531007761,53804209049,52321988423,59026707942,69655151278,71685066431,124897119926,91317951414,108547852865,149777263807,256693204995,321405859528,390049983364,-232629662,2895031048,2234114884,740319768,-3016157727,34413866106,4471,3685,4547,5322,5221,5804,6514,5170,5779,6970,8161,6818,7654,8415,7756,4952,5398,5060,6220,7330,6980,12350,23750,24500
차바이오텍,A085660,525679,KR7085660009,제약,66,생물공학,G352010,8481779.5,15360177.5,21839487.5,9966998,19255500,26138500,9528000,18278000,26916000,9881000,15925500,24529500,10234000,17971000,24674000,9199500,17528000,25436500,119,118,126,114,121,131,159,155,158,164,189,165,188,206,203,201,195,196,-,-,-,6.45793E+11,6.98531E+11,6.89843E+11,6.32847E+11,7.59778E+11,7.91879E+11,8.07513E+11,8.49102E+11,8.63626E+11,9.86097E+11,1.08151E+12,1.161E+12,1.20604E+12,1.32333E+12,1.33664E+12,-,-,-,1.90158E+11,2.34571E+11,2.32658E+11,2.70219E+11,3.06739E+11,3.22332E+11,3.74157E+11,3.68093E+11,3.62882E+11,4.25708E+11,4.65642E+11,4.86304E+11,5.28866E+11,6.52839E+11,6.6797E+11,-,-,-,4.55635E+11,4.6396E+11,4.57184E+11,3.62628E+11,4.5304E+11,4.69547E+11,4.33356E+11,4.81009E+11,5.00744E+11,5.60389E+11,6.15868E+11,6.74695E+11,6.77169E+11,6.70488E+11,6.68671E+11,-,-,-,1.07562E+11,1.09341E+11,1.06463E+11,92969760913,91421961634,92217995183,1.10435E+11,1.12075E+11,1.25687E+11,1.24367E+11,1.37067E+11,1.12037E+11,1.55285E+11,1.62431E+11,1.76997E+11,-,-,-,9478172503,6407566768,962761212,-3216632879,-3771188631,-7292922758,5131351680,11291899406,9592981687,3352606358,52683635364,-4066445722,-656380825,-8650323589,2320390359,644831253151,768929187307,785602167343,947531798564,1162923422163,1313710050751,198267912985,390068004332,376402685436,397285090784,496625076998,676834464631,446563340166,378861182975,409199481907,550246707780,666298345165,636875586120,393781632232,449260920351,418882086148,488599592162,534611811539,664716825657,-12904658096,27400468161,-45938569337,36096902722,52368083376,-34178922879,15450,16000,14200,13950,13850,15650,15900,12650,13050,12300,11750,20000,19600,16450,24250,19150,21050,15400,13750,14550,14800,20100,19000,20800
한국비엔씨,A256840,1179617,KR7256840000,제약,66,건강관리장비와 용품,G351010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.5,18500000,25500000,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,100,116,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2182,2171,2155,2204,2149,2193,2237,2253,2242,2270,0,2465,1650,1560,3205,4450,4095
삼천당제약,A000250,128546,KR7000250001,제약,66,제약,G352020,12500000,22500000,32500000,14500000,24500000,36000000,15500000,26000000,37500000,16000000,26500000,38500000,15500000,27500000,39500000,17500000,29500000,41500000,336,359,361,363,372,372,393,390,390,383,381,383,395,390,390,407,405,404,-,-,-,1.87802E+11,1.93612E+11,1.99295E+11,2.1094E+11,2.1554E+11,2.22891E+11,2.41362E+11,2.44596E+11,2.4217E+11,2.65391E+11,2.71276E+11,2.83176E+11,2.91086E+11,2.90128E+11,3.08298E+11,-,-,-,31044075293,30022716624,31421264985,36219811473,35273500444,35393949817,40015435469,36848887128,34470129670,56254529310,57526774180,59857620728,67063180756,62880219199,58246730255,-,-,-,1.56758E+11,1.63589E+11,1.67874E+11,1.74721E+11,1.80267E+11,1.87497E+11,2.01346E+11,2.07747E+11,2.077E+11,2.09136E+11,2.1375E+11,2.23318E+11,2.24023E+11,2.27248E+11,2.50051E+11,-,-,-,34242160892,36926621783,36929914692,39059144013,39924303436,43944668217,40805270470,41408421302,40311045869,43506336996,45766148158,52763815835,41550334786,44326535555,41545619868,-,-,-,4749791022,5596900978,5335278247,5852874374,5778404991,7417516588,5269021011,5831295997,6027757179,5512600494,5091614054,9597542137,3795212107,4350595921,-7896657874,184260203377,205113463321,235143416817,261158440164,290150966088,317078865822,29945294753,34110754689,36386893474,55394974068,66954254388,59382900115,154314908624,171002708632,198756523343,205763466096,223196711700,257695965707,132062478625,147372999944,161111597304,159960312377,186602477367,166862333786,17874504351,15613624440,23028009105,14592936981,19599719713,7494985952,12250,11200,9250,9000,8550,10150,9480,11900,14200,14400,12600,15350,38750,34850,48000,39550,46600,37850,34000,32400,32300,37750,55300,66300
에이비엘바이오,A298380,1256864,KR7298380007,제약,66,생물공학,G352010,-,-,-,-,-,-,-,-,-,-,-,-,14500000,31000000,45500000,19000000,39000000,57000000,-,-,-,-,-,-,-,-,-,-,-,-,52,58,67,83,83,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13500,29850,24250,17550,20450,16200,31400,31450,29100
아이티엠반도체,A084850,579980,KR7084850007,반도체,159,전자장비와 기기,G452030,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12125000,22500000,32125000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,246,246,288,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.47116E+11,4.21753E+11,4.69454E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.68183E+11,1.45935E+11,1.97763E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.78933E+11,2.75818E+11,2.71691E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92289682962,53990980183,1.09533E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11629604131,-3484284799,3374065854,-,-,-,-,430519931206,436355434000,-,-,-,-,164155697163,168883325042,-,-,-,-,266364234043,267472108958,-,-,-,-,397697086094,391052584601,-,-,-,-,41666847581,14679637389,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35650,42850,61000,58000,59500
나노스,A151910,653103,KR7151910007,IT부품,160,핸드셋,G452015,2500000,3000000,3000000,3000000,2500000,15000000,2904733,3031666,27317129.5,9626136.5,3236000,3130209,11515642.5,2988000,25734000,9572329,10698100,25970442.5,379,375,452,420,352,245,288,230,245,252,230,197,203,224,167,144,88,85,-,-,-,1.81347E+11,1.29463E+11,1.20042E+11,84570786691,94966364554,1.03622E+11,87544905853,81963592665,94237864843,74474056247,70862859776,85092039453,93576595053,83494621499,85370542673,-,-,-,1.71379E+11,1.73941E+11,1.72732E+11,52531820035,69170738532,62021799608,56338882087,53690929551,70201531481,50580619140,53792675702,60361603510,51444864740,42981906550,47644426603,-,-,-,9967523827,-44478642121,-52690100067,32038966656,25795626022,41600302942,31206023766,-,-,23893437107,17070184074,24730435943,42131730313,40512714949,37726116070,-,-,-,12857454781,11891034271,9451531878,8663237845,7871276796,9494337707,9334762331,14466657360,15181801182,7262428721,13588974322,15274633952,22928823938,8444292335,13113438354,-,-,-,-23566771606,-53010686380,-8810260514,-4474678593,-3130135342,-4605321276,-3918771215,-2765664651,-5191761627,-4907455258,-5342465026,-2383268690,3498373733,-1628851483,-2472645447,197152938155,80209466055,83933966886,79356724751,84721760936,80922450428,163330906869,51814253890,49988993907,50610790529,47252992043,43774380920,33822031286,28395212165,33944972979,28745934222,37468768893,37148069508,90289360160,39674511021,35770221811,61102245627,52623027016,56967083193,-27136410945,24382336847,-20150403386,-13503963016,-16287731714,-1769440744,7100,5541,4243,4776,2884,0,0,0,0,0,2600,0,2875,6770,8200,5350,6810,5440,4530,4180,3085,3580,3650,3340
콜마비앤에이치,A200130,1032404,KR7200130003,제약,66,제약,G352020,13500000,20500000,29000000,13250000,22250000,29250000,11250000,22250000,30250000,14750000,22750000,34250000,14500000,24250000,34250000,14750000,22750000,34250000,142,156,161,180,185,189,196,192,202,224,231,233,253,270,269,311,368,376,-,-,-,1.43125E+11,1.52954E+11,1.5111E+11,1.78289E+11,2.47718E+11,2.58306E+11,2.7987E+11,2.73432E+11,2.90044E+11,3.2502E+11,3.35344E+11,3.56312E+11,4.17107E+11,4.53944E+11,4.6113E+11,-,-,-,36089128651,37381601886,27190634049,44522942655,88208858244,88404088509,95945380950,78732949359,98636801844,1.10549E+11,1.05368E+11,1.12717E+11,1.50937E+11,1.59296E+11,1.48164E+11,-,-,-,1.07036E+11,1.15572E+11,1.2392E+11,1.33766E+11,1.59509E+11,1.69902E+11,1.83924E+11,1.94699E+11,1.91407E+11,2.14471E+11,2.29975E+11,2.43594E+11,2.6617E+11,2.94648E+11,3.12966E+11,-,-,-,63517499675,67814389524,59175227387,70119990398,1.10634E+11,1.21242E+11,1.25687E+11,1.20687E+11,1.16925E+11,1.06579E+11,1.1642E+11,1.08157E+11,1.29146E+11,1.74411E+11,1.46281E+11,-,-,-,7991031348,8287082913,-,8865989238,19697498016,10405377693,10846588706,10787465776,12425747225,13457054849,15544284248,13588376457,18515689690,27668138652,18177744221,127082934769,158689571870,271195825817,291536883122,386373979056,507956738744,26144636494,29947606883,93271438197,85007747793,131822570388,180364126261,100938298275,128741964987,177924387620,206529135329,254551408668,327592612483,236186775021,256009784673,419806572788,386365758808,438905517930,606891551147,1177111436,29743678026,47436929933,49322397341,54752737338,80087256015,40455,39579,0,32991,35200,36400,31250,18600,17100,20400,33000,29500,33250,27800,25200,20050,29400,26600,26050,26750,23000,39600,63000,54900
